s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,polyship_human_flag,member,members_found,combined_text,ner_persons,title_masked,summary_masked,combined_text_masked,modela_text_raw,modelb_text_masked,summary_masked_length,title_masked_length,combined_text_masked_length
https://golemlab.eu/graph/16778878,1260,Tentacledipity,"This tale starts, as any good fiction does, with a girl crash landing on a foreign planet. And, like any good fiction, it follows a theme of serendipitous happening, and tentacles. Behold, serendipity and tentacles— or dare we call it… tentacledipity. OR The Wanted spin-off that I couldn't resist making for our beloved Jimin-ssi!!",2018-11-29,50501,Explicit,F/M,In-Progress,Alien AU | Alien Park Jimin (BTS) | Aliens | Alternate Universe - Aliens | Alternate Universe - Soulmates | Angst | Fondling | HUEHUEHUEHEUHE | Light Dirty Talk | Smut | Soulmate AU | Soulmate-Identifying Marks | Squirting | Tentacle Sex | Tentacles | Vaginal Fingering | human reader | i mean not yet but Soon | jesus can't believe I'm back on THIS bullshit,Park Jimin (BTS)/Reader Series: Wanted [2],False,jimin,{'jimin'},"Title: Tentacledipity [SEP] Summary: This tale starts, as any good fiction does, with a girl crash landing on a foreign planet. And, like any good fiction, it follows a theme of serendipitous happening, and tentacles. Behold, serendipity and tentacles— or dare we call it… tentacledipity. OR The Wanted spin-off that I couldn't resist making for our beloved Jimin-ssi!!",{'Jimin-ssi'},tentacledipity,"this tale starts, as any good fiction does, with a girl crash landing on a foreign planet. and, like any good fiction, it follows a theme of serendipitous happening, and tentacles. behold, serendipity and tentacles— or dare we call it… tentacledipity. or the wanted spin-off that i couldn't resist making for our beloved [MEMBER]ssi!!","Title: tentacledipity [SEP] Summary: this tale starts, as any good fiction does, with a girl crash landing on a foreign planet. and, like any good fiction, it follows a theme of serendipitous happening, and tentacles. behold, serendipity and tentacles— or dare we call it… tentacledipity. or the wanted spin-off that i couldn't resist making for our beloved [MEMBER]ssi!!","Tentacledipity This tale starts, as any good fiction does, with a girl crash landing on a foreign planet. And, like any good fiction, it follows a theme of serendipitous happening, and tentacles. Behold, serendipity and tentacles— or dare we call it… tentacledipity. OR The Wanted spin-off that I couldn't resist making for our beloved Jimin-ssi!!","tentacledipity this tale starts, as any good fiction does, with a girl crash landing on a foreign planet. and, like any good fiction, it follows a theme of serendipitous happening, and tentacles. behold, serendipity and tentacles— or dare we call it… tentacledipity. or the wanted spin-off that i couldn't resist making for our beloved [MEMBER]ssi!!",57,1,61
https://golemlab.eu/graph/10575603,634,Begin,(a much less smutty) prequel to Sharing is Caring. Follows the reader and Jimin's relationship as they develop feelings for one another.,2017-04-09,30000,Explicit,F/M,Completed,Angst and Fluff and Smut | Anxiety | Anxiety Attacks | Anxiety Disorder | Cute Park Jimin | Domestic Fluff | Eventual Fluff | Eventual Relationships | Eventual Romance | Eventual Sex | Eventual Smut | Fanfiction | Fluff | Fluff and Angst | Fluff and Smut | Jeon Jungkook-Centric | Light Angst | Panic Attacks | Park Jimin Is a Sweetheart | Park Jimin-centric | Past Abuse | Past Relationship(s) | Past Sexual Abuse | Reader-Insert | Reader-Interactive | Shyness | Social Anxiety | Top Park Jimin | best friend Jeon Jungkook | ok enough tags,Park Jimin (BTS)/Reader Series: Sharing is Caring [2],False,jimin,{'jimin'},Title: Begin [SEP] Summary: (a much less smutty) prequel to Sharing is Caring. Follows the reader and Jimin's relationship as they develop feelings for one another.,"{'Sharing', 'Jimin', 'smutty'}",begin,(a much less smutty) prequel to sharing is caring. follows the reader and [MEMBER]'s relationship as they develop feelings for one another.,Title: begin [SEP] Summary: (a much less smutty) prequel to sharing is caring. follows the reader and [MEMBER]'s relationship as they develop feelings for one another.,Begin (a much less smutty) prequel to Sharing is Caring. Follows the reader and Jimin's relationship as they develop feelings for one another.,begin (a much less smutty) prequel to sharing is caring. follows the reader and [MEMBER]'s relationship as they develop feelings for one another.,23,1,27
https://golemlab.eu/graph/7101973,573,Poster Boy,"In which your social anxiety and one very charming Park Jimin, high school senior extraordinaire, do not mix well. (Birthday fic for @thisbiasruiner!!!!)",2016-06-05,5057,Teen And Up Audiences,F/M,Completed,Alternate Universe - High School | Birthday | Birthday Fluff | Fluff | Homework | lots of kisses,Park Jimin (BTS)/Reader Series: Poster Boy [1],False,jimin,{'jimin'},"Title: Poster Boy [SEP] Summary: In which your social anxiety and one very charming Park Jimin, high school senior extraordinaire, do not mix well. (Birthday fic for @thisbiasruiner!!!!)",{'Park Jimin'},poster boy,"in which your social anxiety and one very charming [MEMBER], high school senior extraordinaire, do not mix well. (birthday fic for @thisbiasruiner!!!!)","Title: poster boy [SEP] Summary: in which your social anxiety and one very charming [MEMBER], high school senior extraordinaire, do not mix well. (birthday fic for @thisbiasruiner!!!!)","Poster Boy In which your social anxiety and one very charming Park Jimin, high school senior extraordinaire, do not mix well. (Birthday fic for @thisbiasruiner!!!!)","poster boy in which your social anxiety and one very charming [MEMBER], high school senior extraordinaire, do not mix well. (birthday fic for @thisbiasruiner!!!!)",22,2,27
https://golemlab.eu/graph/8301211,545,The Hot Secret,Jimin definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- Unbeta'd,2016-10-16,5571,Mature,F/M,In-Progress,Anal Sex | Bottom Jimin | Butt Plugs | Cock Rings | Dildos | Dom/sub | Dry Orgasm | Mommy Kink | Overstimulation | Pegging | Reader-Insert | Rimming | Sex Toys | Smut | Sub Jimin | Sub!jimin | Submissive Jimin | overuse of Mommy kink | princess!jimin,"Park Jimin (BTS)/Reader, Park Jimin/Reader",False,jimin,{'jimin'},Title: The Hot Secret [SEP] Summary: Jimin definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- Unbeta'd,{'Jimin'},the hot secret,[MEMBER] definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- unbeta'd,Title: the hot secret [SEP] Summary: [MEMBER] definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- unbeta'd,The Hot Secret Jimin definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- Unbeta'd,the hot secret [MEMBER] definitely has a mommy kink and wants to be called princess and baby boy and nobody can convince me otherwise. -- unbeta'd,23,3,29
https://golemlab.eu/graph/6648625,508,skirt,Reader stumbles upon a shocking sight in the locker room one morning.,2016-04-24,6768,Explicit,F/M,Completed,Accidental Voyeurism | Explicit Language | Explicit Sexual Content | Sexual Content | Voyeurism,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},Title: skirt [SEP] Summary: Reader stumbles upon a shocking sight in the locker room one morning.,set(),skirt,reader stumbles upon a shocking sight in the locker room one morning.,Title: skirt [SEP] Summary: reader stumbles upon a shocking sight in the locker room one morning.,skirt Reader stumbles upon a shocking sight in the locker room one morning.,skirt reader stumbles upon a shocking sight in the locker room one morning.,12,1,16
https://golemlab.eu/graph/6611155,469,Caught,Everyone on Earth has a soulmate. You'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. That tattoo will forever memorialize the first sentence they ever spoke to you.,2016-04-21,593,General Audiences,F/M,Completed,Alternate Universe - Soulmates | Jimin Sexy Stare | Soulmate-Identifying Marks | We All Know That Stare,Park Jimin (BTS)/Reader Series: First Words-Soulmates [5],False,jimin,{'jimin'},Title: Caught [SEP] Summary: Everyone on Earth has a soulmate. You'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. That tattoo will forever memorialize the first sentence they ever spoke to you.,set(),caught,everyone on earth has a soulmate. you'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. that tattoo will forever memorialize the first sentence they ever spoke to you.,Title: caught [SEP] Summary: everyone on earth has a soulmate. you'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. that tattoo will forever memorialize the first sentence they ever spoke to you.,Caught Everyone on Earth has a soulmate. You'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. That tattoo will forever memorialize the first sentence they ever spoke to you.,caught everyone on earth has a soulmate. you'll know your soulmate by the tattoo that appears on your forearm after they speak to you the first time. that tattoo will forever memorialize the first sentence they ever spoke to you.,40,1,44
https://golemlab.eu/graph/15425976,448,Breaking of the Fast,"“Why don’t you want me?” It’s a simple question, and for once, Jimin has no answer. You can see his anger bristling, though – and Jimin is typically not one to be angry, not properly, at least. He is a cold anger. A quiet anger. Subdued, like a river frozen over and rushing in icy terror underneath. The teeth behind a closed mouth.",2018-07-25,4845,Explicit,F/M,Completed,Alternate Universe - Vampire | Blood Drinking | First Time | Human/Vampire Relationship | Mating Bites | Mating Rituals | Mind Meld | Rough Sex | Vampire Park Jimin | Vampire Sex,Park Jimin (BTS)/Reader Series: Vampire!Jimin [9],False,jimin,{'jimin'},"Title: Breaking of the Fast [SEP] Summary: “Why don’t you want me?” It’s a simple question, and for once, Jimin has no answer. You can see his anger bristling, though – and Jimin is typically not one to be angry, not properly, at least. He is a cold anger. A quiet anger. Subdued, like a river frozen over and rushing in icy terror underneath. The teeth behind a closed mouth.",{'Jimin'},breaking of the fast,"“why don’t you want me?” it’s a simple question, and for once, [MEMBER] has no answer. you can see his anger bristling, though – and [MEMBER] is typically not one to be angry, not properly, at least. he is a cold anger. a quiet anger. subdued, like a river frozen over and rushing in icy terror underneath. the teeth behind a closed mouth.","Title: breaking of the fast [SEP] Summary: “why don’t you want me?” it’s a simple question, and for once, [MEMBER] has no answer. you can see his anger bristling, though – and [MEMBER] is typically not one to be angry, not properly, at least. he is a cold anger. a quiet anger. subdued, like a river frozen over and rushing in icy terror underneath. the teeth behind a closed mouth.","Breaking of the Fast “Why don’t you want me?” It’s a simple question, and for once, Jimin has no answer. You can see his anger bristling, though – and Jimin is typically not one to be angry, not properly, at least. He is a cold anger. A quiet anger. Subdued, like a river frozen over and rushing in icy terror underneath. The teeth behind a closed mouth.","breaking of the fast “why don’t you want me?” it’s a simple question, and for once, [MEMBER] has no answer. you can see his anger bristling, though – and [MEMBER] is typically not one to be angry, not properly, at least. he is a cold anger. a quiet anger. subdued, like a river frozen over and rushing in icy terror underneath. the teeth behind a closed mouth.",64,4,71
https://golemlab.eu/graph/17088266,426,Would I choose you?,"Every year the graduating class of International Academy for Superheroes and Sidekicks are allocated to their future partner. They will work with their partner for the rest of their working lives. Jimin, the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. Superhero!au. Jimin x reader",2018-12-21,36664,Teen And Up Audiences,F/M,Completed,Angst | Enemies to Friends to Lovers | Fluff | Romance | Sidekick!reader | Slow Burn | Unrequited Love | hero!jimin,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: Would I choose you? [SEP] Summary: Every year the graduating class of International Academy for Superheroes and Sidekicks are allocated to their future partner. They will work with their partner for the rest of their working lives. Jimin, the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. Superhero!au. Jimin x reader",{'Jimin'},would i choose you?,"every year the graduating class of international academy for superheroes and sidekicks are allocated to their future partner. they will work with their partner for the rest of their working lives. [MEMBER], the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. superhero!au. [MEMBER] x reader","Title: would i choose you? [SEP] Summary: every year the graduating class of international academy for superheroes and sidekicks are allocated to their future partner. they will work with their partner for the rest of their working lives. [MEMBER], the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. superhero!au. [MEMBER] x reader","Would I choose you? Every year the graduating class of International Academy for Superheroes and Sidekicks are allocated to their future partner. They will work with their partner for the rest of their working lives. Jimin, the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. Superhero!au. Jimin x reader","would i choose you? every year the graduating class of international academy for superheroes and sidekicks are allocated to their future partner. they will work with their partner for the rest of their working lives. [MEMBER], the star of your academy and picked as the favourite to succeed in life, is not pleased when he is allocated to you, the school loser. superhero!au. [MEMBER] x reader",63,4,70
https://golemlab.eu/graph/9920984,421,Heavy Petting,"When you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. But when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. But when you're busy with something else again, Jimin realizes he actually does want your attention...Is it too late? Or will you give in to his cuteness?",2017-02-25,4087,Mature,F/M,Completed,Cat Ears | Cat/Human Hybrids | Catboy BTS | Catboy Park Jimin | Cathybrid BTS | Cathybrid Park Jimin | Dom/sub Undertones | Fluff and Smut | Hand Jobs | Heavy Petting | Hot Hybrid Sex | Hybrid - Freeform | Hybrid Park Jimin | Hybrid bts | Hybrid x human | Hybrid!AU | Oral Sex | Smut | Sub Park Jimin | Vaginal Fingering | catboy | catboy x human,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: Heavy Petting [SEP] Summary: When you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. But when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. But when you're busy with something else again, Jimin realizes he actually does want your attention...Is it too late? Or will you give in to his cuteness?",{'Jimin'},heavy petting,"when you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. but when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. but when you're busy with something else again, [MEMBER] realizes he actually does want your attention...is it too late? or will you give in to his cuteness?","Title: heavy petting [SEP] Summary: when you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. but when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. but when you're busy with something else again, [MEMBER] realizes he actually does want your attention...is it too late? or will you give in to his cuteness?","Heavy Petting When you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. But when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. But when you're busy with something else again, Jimin realizes he actually does want your attention...Is it too late? Or will you give in to his cuteness?","heavy petting when you come home from work, you're excited to give all your attention to your hybrid boyfriend since he was so very needy the same morning. but when you come home to him sleeping in your bed, not feeling like an intense makeout or cuddle session at all, you decide to finish your work instead. but when you're busy with something else again, [MEMBER] realizes he actually does want your attention...is it too late? or will you give in to his cuteness?",85,2,90
https://golemlab.eu/graph/11689431,420,After All This,"It had been six years since I last saw him. He was out living his dream, traveling the world, but where was I? Alone. It wasn't always like that. It used to be better. He was with me, making my life a little brighter each day. But then he left. After six years, I would get to see Park Jimin again. But he wouldn't get to see me... ...or so I thought.",2017-08-02,46028,Teen And Up Audiences,F/M,Completed,AU | Alternate Universe - Childhood Friends | Anxiety | Arguing | Depression | Developing Relationship | Fluff | Fluff and Angst | Panic Attack | Stress | bangtan boys - Freeform | bipolar depression | bts - Freeform,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: After All This [SEP] Summary: It had been six years since I last saw him. He was out living his dream, traveling the world, but where was I? Alone. It wasn't always like that. It used to be better. He was with me, making my life a little brighter each day. But then he left. After six years, I would get to see Park Jimin again. But he wouldn't get to see me... ...or so I thought.",{'Park Jimin'},after all this,"it had been six years since i last saw him. he was out living his dream, traveling the world, but where was i? alone. it wasn't always like that. it used to be better. he was with me, making my life a little brighter each day. but then he left. after six years, i would get to see [MEMBER] again. but he wouldn't get to see me... ...or so i thought.","Title: after all this [SEP] Summary: it had been six years since i last saw him. he was out living his dream, traveling the world, but where was i? alone. it wasn't always like that. it used to be better. he was with me, making my life a little brighter each day. but then he left. after six years, i would get to see [MEMBER] again. but he wouldn't get to see me... ...or so i thought.","After All This It had been six years since I last saw him. He was out living his dream, traveling the world, but where was I? Alone. It wasn't always like that. It used to be better. He was with me, making my life a little brighter each day. But then he left. After six years, I would get to see Park Jimin again. But he wouldn't get to see me... ...or so I thought.","after all this it had been six years since i last saw him. he was out living his dream, traveling the world, but where was i? alone. it wasn't always like that. it used to be better. he was with me, making my life a little brighter each day. but then he left. after six years, i would get to see [MEMBER] again. but he wouldn't get to see me... ...or so i thought.",73,3,79
https://golemlab.eu/graph/6487237,414,Home to Me,"Of your many things, there is one that is your prized possession. That is, and with the greatest emphasis to his name, Park Jimin.",2016-04-07,5329,Explicit,F/M,Completed,Mommy Kink | Overstimulation | Porn With Plot | Sex Toys | Smut | Sub!jimin | Sugar Mommy | Teasing | dom!reader,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: Home to Me [SEP] Summary: Of your many things, there is one that is your prized possession. That is, and with the greatest emphasis to his name, Park Jimin.",{'Park Jimin'},home to me,"of your many things, there is one that is your prized possession. that is, and with the greatest emphasis to his name, [MEMBER].","Title: home to me [SEP] Summary: of your many things, there is one that is your prized possession. that is, and with the greatest emphasis to his name, [MEMBER].","Home to Me Of your many things, there is one that is your prized possession. That is, and with the greatest emphasis to his name, Park Jimin.","home to me of your many things, there is one that is your prized possession. that is, and with the greatest emphasis to his name, [MEMBER].",23,3,29
https://golemlab.eu/graph/10630056,384,Inch By Inch ( Jimin Smut ),You want to win the debate against jimin’s team. jimin wants to teach you to be a good girl.,2017-04-15,8770,Mature,F/M,In-Progress,Daddy Kink | Desk Sex | Dirty Talk | Female Reader | NSFW | Size Difference | Size Kink | Smut | Student Teacher Roleplay | Tongue Piercings | baby girl - Freeform | daddy - Freeform | debate team ! au | debate team!au | jimin - Freeform | jimin smut | jimin x reader - Freeform | student teacher rp,Park Jimin (BTS)/Reader Series: Bangtan One-shots [16],False,jimin,{'jimin'},Title: Inch By Inch ( Jimin Smut ) [SEP] Summary: You want to win the debate against jimin’s team. jimin wants to teach you to be a good girl.,"{'jimin', 'Jimin Smut'}",inch by inch ( [MEMBER] smut ),you want to win the debate against [MEMBER]’s team. [MEMBER] wants to teach you to be a good girl.,Title: inch by inch ( [MEMBER] smut ) [SEP] Summary: you want to win the debate against [MEMBER]’s team. [MEMBER] wants to teach you to be a good girl.,Inch By Inch ( Jimin Smut ) You want to win the debate against jimin’s team. jimin wants to teach you to be a good girl.,inch by inch ( [MEMBER] smut ) you want to win the debate against [MEMBER]’s team. [MEMBER] wants to teach you to be a good girl.,20,5,28
https://golemlab.eu/graph/18686617,346,The Devil In His Details,"Evil comes in many forms. In this instance, it's a 5'8"" pretty-boy with an even prettier dick. And you're the form you want him to come in.",2019-05-02,9180,Explicit,F/M,Completed,Dirty Talk | Drug Mentions | Edging | Oral Sex | Prostate Milking | alcohol consumption,"Park Jimin (BTS)/Reader, Park Jimin (BTS)/You",False,jimin,{'jimin'},"Title: The Devil In His Details [SEP] Summary: Evil comes in many forms. In this instance, it's a 5'8"" pretty-boy with an even prettier dick. And you're the form you want him to come in.",{'dick'},the devil in his details,"evil comes in many forms. in this instance, it's a 5'8"" pretty-boy with an even prettier dick. and you're the form you want him to come in.","Title: the devil in his details [SEP] Summary: evil comes in many forms. in this instance, it's a 5'8"" pretty-boy with an even prettier dick. and you're the form you want him to come in.","The Devil In His Details Evil comes in many forms. In this instance, it's a 5'8"" pretty-boy with an even prettier dick. And you're the form you want him to come in.","the devil in his details evil comes in many forms. in this instance, it's a 5'8"" pretty-boy with an even prettier dick. and you're the form you want him to come in.",31,5,39
https://golemlab.eu/graph/16881447,342,the dark side of the moon,"➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while Park Jimin is Alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when Jimin goes feral, that’s when everything",2018-12-06,13846,Explicit,F/M,Completed,Breeding | Impregnation | Knotting | Lots of Cum | Werewolf Sex,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: the dark side of the moon [SEP] Summary: ➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while Park Jimin is Alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when Jimin goes feral, that’s when everything","{'Alpha', 'Jimin', 'Park Jimin'}",the dark side of the moon,"➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while [MEMBER] is alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when [MEMBER] goes feral, that’s when everything","Title: the dark side of the moon [SEP] Summary: ➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while [MEMBER] is alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when [MEMBER] goes feral, that’s when everything","the dark side of the moon ➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while Park Jimin is Alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when Jimin goes feral, that’s when everything","the dark side of the moon ➾ summary: falling in love at first sight is cliche, not until it happens to you on a dark night in a lonely alley. but you’re only human, while [MEMBER] is alpha of his pack; it could never work out. so you resort to pining for him like a wolf howling at the moon, but when [MEMBER] goes feral, that’s when everything",63,6,72
https://golemlab.eu/graph/14600880,339,Pas de Deux,"You’re absolutely, irrevocably in love with the new choreography you’re dancing. Your feelings toward your pas de deux partner, Park Jimin? The opposite of love.",2018-05-10,9111,Explicit,F/M,In-Progress,Alternate Universe - Ballet | Alternate Universe - Modern Setting | Angst | Angst with a Happy Ending | Ballet Dancer Park Jimin | Christmas Eve | Christmas Fluff | Enemies to Friends to Lovers | Eventual Smut | Mutual Masturbation | Phone Sex | Sex | Sexting,Park Jimin (BTS)/Reader Series: Pas de Deux [1],False,jimin,{'jimin'},"Title: Pas de Deux [SEP] Summary: You’re absolutely, irrevocably in love with the new choreography you’re dancing. Your feelings toward your pas de deux partner, Park Jimin? The opposite of love.",{'Park Jimin'},pas de deux,"you’re absolutely, irrevocably in love with the new choreography you’re dancing. your feelings toward your pas de deux partner, [MEMBER]? the opposite of love.","Title: pas de deux [SEP] Summary: you’re absolutely, irrevocably in love with the new choreography you’re dancing. your feelings toward your pas de deux partner, [MEMBER]? the opposite of love.","Pas de Deux You’re absolutely, irrevocably in love with the new choreography you’re dancing. Your feelings toward your pas de deux partner, Park Jimin? The opposite of love.","pas de deux you’re absolutely, irrevocably in love with the new choreography you’re dancing. your feelings toward your pas de deux partner, [MEMBER]? the opposite of love.",26,3,32
https://golemlab.eu/graph/8275654,329,Sweet Surrender,"*THIS WORK IS GOING TO BE EDITED AND UPDATED, WILL CHANGE TO SAY ""COMPLETE"" WHEN DONE.* You softly grabbed his chin and turned his face towards yours, “Now listen to me,” You said sternly, “You are perfect no matter how much you mess up, you’re only human, baby. You try your hardest and that’s perfect. Understand?”",2016-10-13,4553,Mature,F/M,Completed,AdorableLittleJiminie | Anal Fingering | Anal Sex | Angst with a Happy Ending | Basically | Bottom Jimin | Dom/sub | Female!Reader - Freeform | Fluff | HappyChimChimDay! | Insecure!Jimin | JiminNeedsLotsOfLove | Kind of overstimulation | Little!Jimin | Mommy!Reader | Pegging | Smut | SoManyTags-HeLpMe | Strap-Ons | Sub!jimin | Top Jimin | bottom reader | enjoy | top reader,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: Sweet Surrender [SEP] Summary: *THIS WORK IS GOING TO BE EDITED AND UPDATED, WILL CHANGE TO SAY ""COMPLETE"" WHEN DONE.* You softly grabbed his chin and turned his face towards yours, “Now listen to me,” You said sternly, “You are perfect no matter how much you mess up, you’re only human, baby. You try your hardest and that’s perfect. Understand?”",{'Sweet Surrender'},sweet surrender,"*this work is going to be edited and updated, will change to say ""complete"" when done.* you softly grabbed his chin and turned his face towards yours, “now listen to me,” you said sternly, “you are perfect no matter how much you mess up, you’re only human, baby. you try your hardest and that’s perfect. understand?”","Title: sweet surrender [SEP] Summary: *this work is going to be edited and updated, will change to say ""complete"" when done.* you softly grabbed his chin and turned his face towards yours, “now listen to me,” you said sternly, “you are perfect no matter how much you mess up, you’re only human, baby. you try your hardest and that’s perfect. understand?”","Sweet Surrender *THIS WORK IS GOING TO BE EDITED AND UPDATED, WILL CHANGE TO SAY ""COMPLETE"" WHEN DONE.* You softly grabbed his chin and turned his face towards yours, “Now listen to me,” You said sternly, “You are perfect no matter how much you mess up, you’re only human, baby. You try your hardest and that’s perfect. Understand?”","sweet surrender *this work is going to be edited and updated, will change to say ""complete"" when done.* you softly grabbed his chin and turned his face towards yours, “now listen to me,” you said sternly, “you are perfect no matter how much you mess up, you’re only human, baby. you try your hardest and that’s perfect. understand?”",58,2,63
https://golemlab.eu/graph/7011271,317,You Live Right There,You have a problem with the boy named Park Jimin in your college. But its only going to get worse.,2016-05-30,8015,Explicit,F/M,Completed,Alternate Universe | Alternate Universe - College/University | Neighbors | Smut | a lot of smut,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},Title: You Live Right There [SEP] Summary: You have a problem with the boy named Park Jimin in your college. But its only going to get worse.,{'Park Jimin'},you live right there,you have a problem with the boy named [MEMBER] in your college. but its only going to get worse.,Title: you live right there [SEP] Summary: you have a problem with the boy named [MEMBER] in your college. but its only going to get worse.,You Live Right There You have a problem with the boy named Park Jimin in your college. But its only going to get worse.,you live right there you have a problem with the boy named [MEMBER] in your college. but its only going to get worse.,19,4,26
https://golemlab.eu/graph/16888692,307,the endless winter,"your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.",2018-12-07,11939,Teen And Up Audiences,F/M,Completed,Alternate Universe - Idols | Alternate Universe - Soulmates | Descriptions of a Concert | Fluff | Idol Park Jimin | Idol Verse | Romance | Slow Burn | lots of colors | non-idol reader | soulmate au where colors get brighter the closer you are and fade when you move away from each other,Park Jimin (BTS)/Reader,False,jimin,{'jimin'},"Title: the endless winter [SEP] Summary: your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.",set(),the endless winter,"your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.","Title: the endless winter [SEP] Summary: your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.","the endless winter your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.","the endless winter your whole life has been plagued by the sight of gray: cold and lonely and unbearably plain; you thought you were the exception to a system of fate and destiny that brought two people together. that is, until your favorite kpop group undergoes their first international tour.",47,3,53
